order_id,order_date,region,country,product,category,quantity,unit_price,discount,revenue,customer_segment,channel,sales_rep,returned
SO-104038,2023-05-10,NA,Canada,Quill Notebook A4,Stationery,1,16,0,16,Consumer,Online,D. Rossi,true
SO-104203,2023-05-10,EU,France,Pen Stand Walnut,Desk,2,29,0.05,55.1,Consumer,Online,B. Lindqvist,false
SO-104236,2023-05-10,EU,Spain,Leather Journal Cover,Accessories,1,42,0.05,39.9,Small Business,Online,D. Rossi,false
SO-105183,2023-05-10,APAC,Japan,Monitor Riser Oak,Desk,2,64,0,128,Consumer,Retail,D. Rossi,false
SO-105839,2023-05-10,APAC,Singapore,Fountain Pen Classic,Writing,2,48,0,96,Consumer,Retail,E. Haddad,false
SO-103309,2023-05-11,NA,United States,Fountain Pen Classic,Writing,2,48,0,96,Small Business,Retail,B. Lindqvist,false
SO-105179,2023-05-11,LATAM,Brazil,Fountain Pen Classic,Writing,3,48,0,144,Consumer,Wholesale,G. Patel,false
SO-105248,2023-05-11,LATAM,Argentina,Planner 2024,Stationery,2,24,0,48,Consumer,Online,E. Haddad,false
SO-100356,2023-05-12,LATAM,Chile,Quill Notebook A5,Stationery,1,12.5,0.1,11.25,Consumer,Online,B. Lindqvist,false
SO-100542,2023-05-12,EU,United Kingdom,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,B. Lindqvist,false
SO-101616,2023-05-12,NA,United States,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Retail,G. Patel,false
SO-103172,2023-05-12,APAC,India,Monitor Riser Oak,Desk,5,64,0,320,Enterprise,Online,B. Lindqvist,false
SO-103282,2023-05-12,NA,Canada,Leather Journal Cover,Accessories,3,42,0,126,Enterprise,Online,H. Silva,false
SO-103334,2023-05-12,NA,Canada,Ink Cartridge Midnight,Ink,5,6.5,0,32.5,Small Business,Wholesale,F. Moreau,false
SO-103456,2023-05-12,LATAM,Argentina,Leather Journal Cover,Accessories,3,42,0,126,Consumer,Online,C. Nakamura,false
SO-103840,2023-05-12,MEA,Kenya,Monitor Riser Oak,Desk,1,64,0,64,Consumer,Retail,C. Nakamura,false
SO-103996,2023-05-12,APAC,Australia,Fountain Pen Classic,Writing,3,48,0,144,Consumer,Retail,E. Haddad,false
SO-104136,2023-05-12,APAC,Australia,Pen Stand Walnut,Desk,5,29,0,145,Consumer,Retail,B. Lindqvist,false
SO-104429,2023-05-12,NA,Mexico,Calligraphy Starter Kit,Writing,10,58,0,580,Small Business,Online,D. Rossi,false
SO-105288,2023-05-12,APAC,India,Quill Notebook A4,Stationery,2,16,0.1,28.8,Consumer,Online,D. Rossi,false
SO-100146,2023-05-13,MEA,South Africa,Calligraphy Starter Kit,Writing,2,58,0.05,110.2,Consumer,Online,H. Silva,false
SO-100215,2023-05-13,NA,Mexico,Planner 2024,Stationery,3,24,0.05,68.4,Consumer,Online,B. Lindqvist,false
SO-100599,2023-05-13,MEA,Kenya,Quill Notebook A5,Stationery,1,12.5,0,12.5,Small Business,Online,A. Okafor,false
SO-100851,2023-05-13,NA,Mexico,Quill Notebook A5,Stationery,1,12.5,0,12.5,Small Business,Online,D. Rossi,false
SO-102137,2023-05-13,NA,Canada,Ink Cartridge Midnight,Ink,1,6.5,0.2,5.2,Consumer,Retail,E. Haddad,false
SO-103677,2023-05-13,LATAM,Brazil,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Online,A. Okafor,false
SO-104135,2023-05-13,NA,United States,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,C. Nakamura,false
SO-104283,2023-05-13,EU,United Kingdom,Ink Bottle Sepia 50ml,Ink,2,18,0.05,34.2,Consumer,Online,D. Rossi,false
SO-103874,2023-05-14,EU,France,Fountain Pen Brass,Writing,3,79,0,237,Enterprise,Online,F. Moreau,false
SO-104260,2023-05-14,EU,Netherlands,Monitor Riser Oak,Desk,1,64,0,64,Small Business,Online,B. Lindqvist,false
SO-105629,2023-05-14,APAC,India,Fountain Pen Classic,Writing,1,48,0.05,45.6,Small Business,Online,D. Rossi,false
SO-100742,2023-05-15,APAC,India,Leather Journal Cover,Accessories,5,42,0,210,Small Business,Wholesale,C. Nakamura,false
SO-102090,2023-05-15,NA,United States,Fountain Pen Brass,Writing,1,79,0,79,Small Business,Online,E. Haddad,true
SO-103101,2023-05-15,NA,Mexico,Ink Cartridge Midnight,Ink,2,6.5,0,13,Consumer,Retail,D. Rossi,false
SO-105065,2023-05-15,LATAM,Argentina,Pen Case Canvas,Accessories,3,22,0,66,Small Business,Retail,B. Lindqvist,false
SO-105349,2023-05-15,NA,Mexico,Desk Mat Linen,Desk,1,34,0,34,Consumer,Online,H. Silva,false
SO-105683,2023-05-15,NA,United States,Pen Case Canvas,Accessories,5,22,0,110,Enterprise,Retail,H. Silva,false
SO-105891,2023-05-15,APAC,Australia,Planner 2024,Stationery,2,24,0.05,45.6,Enterprise,Retail,D. Rossi,false
SO-100335,2023-05-16,EU,Spain,Ink Bottle Sepia 50ml,Ink,5,18,0.2,72,Consumer,Online,A. Okafor,false
SO-101353,2023-05-16,APAC,India,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,C. Nakamura,false
SO-101508,2023-05-16,MEA,Kenya,Ink Bottle Sepia 50ml,Ink,2,18,0,36,Consumer,Retail,D. Rossi,false
SO-101519,2023-05-16,EU,France,Desk Mat Linen,Desk,5,34,0.05,161.5,Small Business,Retail,B. Lindqvist,false
SO-104760,2023-05-16,EU,Spain,Gel Pen 5-pack,Writing,5,9.9,0,49.5,Small Business,Online,E. Haddad,false
SO-104849,2023-05-16,NA,Mexico,Pen Stand Walnut,Desk,1,29,0,29,Small Business,Online,E. Haddad,false
SO-105067,2023-05-16,LATAM,Brazil,Sticky Notes Pastel,Stationery,2,5.5,0.2,8.8,Consumer,Retail,F. Moreau,false
SO-105537,2023-05-16,LATAM,Argentina,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Consumer,Online,C. Nakamura,false
SO-100532,2023-05-17,APAC,Singapore,Quill Notebook A4,Stationery,5,16,0,80,Small Business,Wholesale,C. Nakamura,false
SO-100614,2023-05-17,LATAM,Chile,Fountain Pen Classic,Writing,2,48,0,96,Consumer,Wholesale,F. Moreau,false
SO-100821,2023-05-17,NA,Canada,Quill Notebook A5,Stationery,5,12.5,0.05,59.38,Consumer,Retail,F. Moreau,false
SO-103784,2023-05-17,NA,United States,Desk Mat Linen,Desk,1,34,0.05,32.3,Consumer,Online,D. Rossi,false
SO-104205,2023-05-17,EU,Spain,Quill Notebook A4,Stationery,1,16,0.1,14.4,Small Business,Retail,B. Lindqvist,false
SO-105645,2023-05-17,EU,Germany,Fountain Pen Brass,Writing,2,79,0,158,Small Business,Online,B. Lindqvist,false
SO-105769,2023-05-17,LATAM,Brazil,Calligraphy Starter Kit,Writing,10,58,0,580,Consumer,Online,G. Patel,false
SO-100113,2023-05-18,EU,France,Quill Notebook A5,Stationery,2,12.5,0.1,22.5,Small Business,Online,D. Rossi,false
SO-101457,2023-05-18,EU,Netherlands,Sticky Notes Pastel,Stationery,2,5.5,0.05,10.45,Small Business,Retail,H. Silva,true
SO-101817,2023-05-18,APAC,India,Fountain Pen Brass,Writing,1,79,0.05,75.05,Small Business,Online,D. Rossi,false
SO-103145,2023-05-18,NA,Mexico,Ink Cartridge Midnight,Ink,2,6.5,0,13,Small Business,Retail,A. Okafor,false
SO-103559,2023-05-18,LATAM,Chile,Pen Case Canvas,Accessories,3,22,0.05,62.7,Consumer,Online,F. Moreau,false
SO-104299,2023-05-18,APAC,India,Pen Stand Walnut,Desk,5,29,0,145,Consumer,Wholesale,D. Rossi,false
SO-104588,2023-05-18,NA,Mexico,Fountain Pen Brass,Writing,5,79,0.05,375.25,Consumer,Online,H. Silva,false
SO-105665,2023-05-18,APAC,Japan,Calligraphy Starter Kit,Writing,2,58,0,116,Consumer,Retail,F. Moreau,false
SO-105973,2023-05-18,APAC,Australia,Planner 2024,Stationery,1,24,0.05,22.8,Small Business,Retail,C. Nakamura,false
SO-100202,2023-05-19,LATAM,Chile,Monitor Riser Oak,Desk,3,64,0,192,Consumer,Online,H. Silva,false
SO-100301,2023-05-19,MEA,Kenya,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Online,B. Lindqvist,false
SO-100964,2023-05-19,APAC,India,Monitor Riser Oak,Desk,3,64,0,192,Enterprise,Retail,A. Okafor,false
SO-101005,2023-05-19,NA,United States,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,H. Silva,false
SO-101081,2023-05-19,MEA,South Africa,Desk Mat Linen,Desk,3,34,0,102,Small Business,Online,E. Haddad,false
SO-101749,2023-05-19,NA,United States,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Online,E. Haddad,false
SO-102779,2023-05-19,LATAM,Argentina,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Online,D. Rossi,false
SO-102877,2023-05-19,LATAM,Argentina,Leather Journal Cover,Accessories,3,42,0,126,Consumer,Wholesale,B. Lindqvist,false
SO-103188,2023-05-19,MEA,United Arab Emirates,Fountain Pen Classic,Writing,2,48,0,96,Enterprise,Retail,E. Haddad,false
SO-103204,2023-05-19,APAC,Japan,Quill Notebook A4,Stationery,1,16,0,16,Consumer,Online,F. Moreau,false
SO-103488,2023-05-19,MEA,South Africa,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Retail,F. Moreau,false
SO-105137,2023-05-19,APAC,Australia,Monitor Riser Oak,Desk,1,64,0.05,60.8,Consumer,Online,F. Moreau,false
SO-100024,2023-05-20,MEA,Kenya,Monitor Riser Oak,Desk,5,64,0,320,Consumer,Online,D. Rossi,false
SO-100078,2023-05-20,NA,Canada,Fountain Pen Classic,Writing,2,48,0.05,91.2,Consumer,Wholesale,A. Okafor,false
SO-100100,2023-05-20,EU,United Kingdom,Fountain Pen Brass,Writing,1,79,0.05,75.05,Small Business,Online,A. Okafor,false
SO-100716,2023-05-20,LATAM,Chile,Gel Pen 5-pack,Writing,3,9.9,0,29.7,Consumer,Online,B. Lindqvist,false
SO-100819,2023-05-20,MEA,South Africa,Quill Notebook A5,Stationery,1,12.5,0.1,11.25,Consumer,Wholesale,F. Moreau,false
SO-100896,2023-05-20,LATAM,Brazil,Quill Notebook A4,Stationery,2,16,0,32,Small Business,Wholesale,G. Patel,false
SO-102819,2023-05-20,LATAM,Brazil,Fountain Pen Brass,Writing,2,79,0.1,142.2,Consumer,Online,C. Nakamura,false
SO-104175,2023-05-20,LATAM,Argentina,Planner 2024,Stationery,1,24,0.1,21.6,Consumer,Online,C. Nakamura,false
SO-104525,2023-05-20,EU,Germany,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Retail,G. Patel,false
SO-104618,2023-05-20,EU,Spain,Gel Pen 5-pack,Writing,1,9.9,0.05,9.4,Small Business,Wholesale,G. Patel,false
SO-104764,2023-05-20,NA,Mexico,Leather Journal Cover,Accessories,5,42,0,210,Consumer,Online,D. Rossi,false
SO-105003,2023-05-20,LATAM,Chile,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Retail,D. Rossi,false
SO-105409,2023-05-20,EU,Spain,Calligraphy Starter Kit,Writing,1,58,0.05,55.1,Enterprise,Online,B. Lindqvist,false
SO-105447,2023-05-20,MEA,South Africa,Sticky Notes Pastel,Stationery,1,5.5,0.1,4.95,Enterprise,Wholesale,D. Rossi,false
SO-103710,2023-05-21,APAC,Singapore,Ink Bottle Sepia 50ml,Ink,10,18,0,180,Small Business,Wholesale,C. Nakamura,false
SO-104583,2023-05-21,NA,Mexico,Pen Case Canvas,Accessories,3,22,0.05,62.7,Consumer,Online,H. Silva,false
SO-104977,2023-05-21,APAC,Australia,Monitor Riser Oak,Desk,1,64,0.2,51.2,Enterprise,Online,A. Okafor,false
SO-105228,2023-05-21,APAC,Japan,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Online,A. Okafor,false
SO-101231,2023-05-22,NA,Canada,Quill Notebook A5,Stationery,3,12.5,0,37.5,Consumer,Wholesale,D. Rossi,false
SO-101324,2023-05-22,MEA,United Arab Emirates,Fountain Pen Classic,Writing,5,48,0,240,Consumer,Online,G. Patel,false
SO-101331,2023-05-22,APAC,Japan,Planner 2024,Stationery,1,24,0.2,19.2,Small Business,Online,H. Silva,false
SO-101370,2023-05-22,EU,Netherlands,Monitor Riser Oak,Desk,5,64,0,320,Small Business,Retail,A. Okafor,false
SO-105651,2023-05-22,NA,Canada,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Consumer,Online,E. Haddad,false
SO-100881,2023-05-23,APAC,Japan,Pen Stand Walnut,Desk,1,29,0.05,27.55,Consumer,Retail,H. Silva,false
SO-101780,2023-05-23,EU,Germany,Desk Mat Linen,Desk,1,34,0.1,30.6,Enterprise,Retail,E. Haddad,false
SO-101833,2023-05-23,MEA,South Africa,Pen Stand Walnut,Desk,3,29,0.05,82.65,Enterprise,Online,G. Patel,false
SO-102003,2023-05-23,LATAM,Chile,Ink Cartridge Midnight,Ink,3,6.5,0.05,18.52,Consumer,Online,H. Silva,false
SO-104693,2023-05-23,EU,United Kingdom,Quill Notebook A4,Stationery,1,16,0.2,12.8,Small Business,Retail,C. Nakamura,false
SO-104779,2023-05-23,APAC,Singapore,Quill Notebook A5,Stationery,2,12.5,0.1,22.5,Consumer,Online,G. Patel,false
SO-100136,2023-05-25,LATAM,Argentina,Ink Cartridge Midnight,Ink,2,6.5,0,13,Consumer,Retail,H. Silva,false
SO-102730,2023-05-25,APAC,Japan,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Retail,D. Rossi,false
SO-102952,2023-05-25,EU,Netherlands,Fountain Pen Classic,Writing,1,48,0,48,Small Business,Retail,D. Rossi,false
SO-104469,2023-05-25,EU,Germany,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Online,D. Rossi,false
SO-104774,2023-05-25,MEA,Kenya,Desk Mat Linen,Desk,1,34,0,34,Enterprise,Online,G. Patel,false
SO-105321,2023-05-25,LATAM,Brazil,Calligraphy Starter Kit,Writing,1,58,0.1,52.2,Consumer,Online,A. Okafor,false
SO-105850,2023-05-25,LATAM,Argentina,Ink Bottle Sepia 50ml,Ink,3,18,0.1,48.6,Small Business,Retail,E. Haddad,false
SO-100528,2023-05-26,EU,Germany,Desk Mat Linen,Desk,1,34,0.1,30.6,Small Business,Retail,A. Okafor,false
SO-100788,2023-05-26,MEA,United Arab Emirates,Calligraphy Starter Kit,Writing,2,58,0,116,Small Business,Online,G. Patel,false
SO-101912,2023-05-26,APAC,Singapore,Desk Mat Linen,Desk,2,34,0.1,61.2,Small Business,Retail,A. Okafor,false
SO-103088,2023-05-26,MEA,South Africa,Fountain Pen Brass,Writing,10,79,0,790,Small Business,Retail,G. Patel,true
SO-103719,2023-05-26,EU,Netherlands,Quill Notebook A5,Stationery,2,12.5,0,25,Consumer,Online,C. Nakamura,false
SO-104100,2023-05-26,NA,Canada,Fountain Pen Brass,Writing,3,79,0,237,Consumer,Online,E. Haddad,false
SO-101200,2023-05-27,LATAM,Argentina,Planner 2024,Stationery,1,24,0,24,Small Business,Online,F. Moreau,false
SO-101862,2023-05-27,NA,Mexico,Fountain Pen Classic,Writing,5,48,0,240,Enterprise,Retail,B. Lindqvist,false
SO-102237,2023-05-27,MEA,United Arab Emirates,Gel Pen 5-pack,Writing,2,9.9,0.1,17.82,Consumer,Wholesale,A. Okafor,false
SO-104277,2023-05-27,LATAM,Argentina,Planner 2024,Stationery,2,24,0,48,Enterprise,Online,D. Rossi,false
SO-104435,2023-05-27,LATAM,Brazil,Fountain Pen Brass,Writing,1,79,0,79,Small Business,Retail,C. Nakamura,false
SO-105405,2023-05-27,LATAM,Chile,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Wholesale,D. Rossi,true
SO-105510,2023-05-27,APAC,Japan,Desk Mat Linen,Desk,10,34,0,340,Enterprise,Online,C. Nakamura,false
SO-105883,2023-05-27,MEA,Kenya,Quill Notebook A5,Stationery,2,12.5,0.1,22.5,Small Business,Online,F. Moreau,false
SO-100165,2023-05-28,EU,Spain,Calligraphy Starter Kit,Writing,1,58,0,58,Enterprise,Online,B. Lindqvist,false
SO-100573,2023-05-28,LATAM,Brazil,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Retail,F. Moreau,false
SO-102198,2023-05-28,MEA,South Africa,Leather Journal Cover,Accessories,2,42,0.05,79.8,Small Business,Online,C. Nakamura,false
SO-102220,2023-05-28,APAC,Singapore,Planner 2024,Stationery,10,24,0.2,192,Consumer,Online,C. Nakamura,false
SO-102406,2023-05-28,EU,France,Calligraphy Starter Kit,Writing,1,58,0.05,55.1,Consumer,Retail,B. Lindqvist,false
SO-103246,2023-05-28,LATAM,Chile,Sticky Notes Pastel,Stationery,1,5.5,0.1,4.95,Consumer,Retail,H. Silva,false
SO-104011,2023-05-28,NA,United States,Fountain Pen Brass,Writing,2,79,0.1,142.2,Small Business,Online,D. Rossi,false
SO-104142,2023-05-28,MEA,South Africa,Pen Stand Walnut,Desk,1,29,0,29,Small Business,Online,H. Silva,false
SO-104496,2023-05-28,LATAM,Argentina,Fountain Pen Classic,Writing,2,48,0,96,Consumer,Online,C. Nakamura,false
SO-105025,2023-05-28,NA,United States,Gel Pen 5-pack,Writing,1,9.9,0.05,9.4,Consumer,Online,E. Haddad,false
SO-105400,2023-05-28,EU,Germany,Monitor Riser Oak,Desk,1,64,0.2,51.2,Consumer,Online,H. Silva,false
SO-105545,2023-05-28,NA,United States,Pen Stand Walnut,Desk,1,29,0.1,26.1,Small Business,Online,B. Lindqvist,false
SO-105580,2023-05-28,MEA,Kenya,Pen Stand Walnut,Desk,5,29,0.2,116,Enterprise,Retail,E. Haddad,false
SO-100438,2023-05-29,APAC,Japan,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Retail,D. Rossi,false
SO-100771,2023-05-29,MEA,United Arab Emirates,Gel Pen 5-pack,Writing,3,9.9,0.05,28.22,Consumer,Retail,E. Haddad,false
SO-100804,2023-05-29,EU,Germany,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Retail,A. Okafor,false
SO-101568,2023-05-29,MEA,United Arab Emirates,Pen Case Canvas,Accessories,1,22,0.1,19.8,Small Business,Wholesale,D. Rossi,false
SO-102974,2023-05-29,NA,Mexico,Sticky Notes Pastel,Stationery,2,5.5,0,11,Small Business,Wholesale,A. Okafor,false
SO-103068,2023-05-29,MEA,Kenya,Desk Mat Linen,Desk,1,34,0.1,30.6,Small Business,Retail,G. Patel,true
SO-104569,2023-05-29,EU,Spain,Quill Notebook A4,Stationery,1,16,0.05,15.2,Consumer,Online,E. Haddad,false
SO-101147,2023-05-30,APAC,India,Ink Bottle Sepia 50ml,Ink,1,18,0.05,17.1,Small Business,Retail,F. Moreau,false
SO-101830,2023-05-30,EU,Netherlands,Leather Journal Cover,Accessories,1,42,0,42,Enterprise,Wholesale,A. Okafor,false
SO-102659,2023-05-30,LATAM,Brazil,Sticky Notes Pastel,Stationery,3,5.5,0,16.5,Small Business,Retail,H. Silva,false
SO-103887,2023-05-30,MEA,United Arab Emirates,Desk Mat Linen,Desk,1,34,0.1,30.6,Consumer,Online,B. Lindqvist,false
SO-104215,2023-05-30,LATAM,Brazil,Gel Pen 5-pack,Writing,3,9.9,0.05,28.22,Consumer,Retail,D. Rossi,false
SO-104932,2023-05-30,LATAM,Brazil,Pen Stand Walnut,Desk,2,29,0.1,52.2,Small Business,Online,B. Lindqvist,false
SO-105610,2023-05-30,APAC,Australia,Planner 2024,Stationery,1,24,0.1,21.6,Consumer,Online,D. Rossi,true
SO-101071,2023-05-31,EU,Germany,Fountain Pen Classic,Writing,1,48,0,48,Enterprise,Online,E. Haddad,false
SO-101783,2023-05-31,NA,Mexico,Planner 2024,Stationery,2,24,0,48,Consumer,Online,D. Rossi,false
SO-102082,2023-05-31,EU,Netherlands,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Retail,A. Okafor,false
SO-104844,2023-05-31,LATAM,Chile,Leather Journal Cover,Accessories,2,42,0,84,Consumer,Wholesale,C. Nakamura,false
SO-105385,2023-05-31,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,3,18,0.05,51.3,Consumer,Retail,D. Rossi,false
SO-101119,2023-06-01,LATAM,Argentina,Ink Cartridge Midnight,Ink,1,6.5,0.05,6.18,Consumer,Retail,C. Nakamura,false
SO-101300,2023-06-01,NA,Mexico,Calligraphy Starter Kit,Writing,1,58,0.2,46.4,Consumer,Online,B. Lindqvist,false
SO-105756,2023-06-01,LATAM,Argentina,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Retail,D. Rossi,true
SO-101022,2023-06-02,MEA,United Arab Emirates,Calligraphy Starter Kit,Writing,3,58,0,174,Small Business,Online,F. Moreau,false
SO-102235,2023-06-02,EU,Netherlands,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,D. Rossi,false
SO-102298,2023-06-02,NA,Mexico,Ink Cartridge Midnight,Ink,2,6.5,0,13,Consumer,Retail,D. Rossi,false
SO-102351,2023-06-02,NA,United States,Pen Stand Walnut,Desk,2,29,0,58,Consumer,Online,B. Lindqvist,false
SO-103104,2023-06-02,MEA,United Arab Emirates,Quill Notebook A4,Stationery,1,16,0,16,Small Business,Wholesale,B. Lindqvist,false
SO-103108,2023-06-02,LATAM,Brazil,Fountain Pen Classic,Writing,1,48,0,48,Small Business,Online,B. Lindqvist,false
SO-103206,2023-06-02,MEA,South Africa,Pen Stand Walnut,Desk,3,29,0.05,82.65,Small Business,Retail,B. Lindqvist,false
SO-103461,2023-06-02,NA,United States,Pen Stand Walnut,Desk,2,29,0.1,52.2,Consumer,Online,H. Silva,false
SO-103529,2023-06-02,MEA,United Arab Emirates,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Online,E. Haddad,false
SO-104511,2023-06-02,NA,United States,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Online,F. Moreau,false
SO-105902,2023-06-02,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0.1,16.2,Enterprise,Retail,H. Silva,false
SO-100331,2023-06-03,MEA,South Africa,Quill Notebook A5,Stationery,2,12.5,0,25,Consumer,Online,F. Moreau,false
SO-101328,2023-06-03,MEA,Kenya,Quill Notebook A4,Stationery,3,16,0,48,Small Business,Online,C. Nakamura,false
SO-102362,2023-06-03,NA,United States,Fountain Pen Classic,Writing,3,48,0.1,129.6,Consumer,Wholesale,C. Nakamura,false
SO-103111,2023-06-03,EU,Netherlands,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Online,G. Patel,false
SO-103267,2023-06-03,APAC,Australia,Desk Mat Linen,Desk,2,34,0,68,Small Business,Retail,A. Okafor,false
SO-103270,2023-06-03,LATAM,Brazil,Ink Cartridge Midnight,Ink,2,6.5,0,13,Small Business,Online,E. Haddad,false
SO-103983,2023-06-03,LATAM,Argentina,Monitor Riser Oak,Desk,2,64,0.05,121.6,Small Business,Retail,D. Rossi,false
SO-104062,2023-06-03,EU,Spain,Desk Mat Linen,Desk,5,34,0.1,153,Consumer,Wholesale,D. Rossi,false
SO-105243,2023-06-03,LATAM,Brazil,Pen Stand Walnut,Desk,1,29,0,29,Small Business,Retail,H. Silva,false
SO-105763,2023-06-03,NA,Canada,Fountain Pen Brass,Writing,1,79,0.1,71.1,Small Business,Online,D. Rossi,false
SO-101460,2023-06-04,EU,France,Gel Pen 5-pack,Writing,3,9.9,0.05,28.22,Consumer,Online,H. Silva,false
SO-101947,2023-06-04,APAC,Australia,Calligraphy Starter Kit,Writing,5,58,0.05,275.5,Small Business,Retail,C. Nakamura,false
SO-103016,2023-06-04,APAC,India,Leather Journal Cover,Accessories,1,42,0,42,Small Business,Online,F. Moreau,false
SO-103381,2023-06-04,NA,United States,Planner 2024,Stationery,3,24,0,72,Small Business,Online,C. Nakamura,false
SO-103721,2023-06-04,LATAM,Argentina,Quill Notebook A5,Stationery,2,12.5,0.05,23.75,Small Business,Retail,E. Haddad,false
SO-104372,2023-06-04,EU,Spain,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Retail,H. Silva,false
SO-104548,2023-06-04,APAC,Japan,Ink Bottle Sepia 50ml,Ink,2,18,0,36,Small Business,Online,C. Nakamura,false
SO-104856,2023-06-04,NA,Mexico,Sticky Notes Pastel,Stationery,2,5.5,0,11,Consumer,Retail,E. Haddad,false
SO-100250,2023-06-05,APAC,Australia,Pen Case Canvas,Accessories,3,22,0,66,Consumer,Online,D. Rossi,false
SO-100568,2023-06-05,MEA,United Arab Emirates,Leather Journal Cover,Accessories,2,42,0.05,79.8,Small Business,Retail,A. Okafor,false
SO-100589,2023-06-05,LATAM,Argentina,Ink Bottle Sepia 50ml,Ink,3,18,0,54,Consumer,Retail,H. Silva,false
SO-100889,2023-06-05,EU,Germany,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Online,E. Haddad,false
SO-101500,2023-06-05,LATAM,Chile,Monitor Riser Oak,Desk,2,64,0.05,121.6,Consumer,Online,A. Okafor,false
SO-101643,2023-06-05,APAC,Singapore,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Online,G. Patel,true
SO-102357,2023-06-05,EU,Spain,Monitor Riser Oak,Desk,2,64,0.1,115.2,Small Business,Online,D. Rossi,false
SO-102442,2023-06-05,LATAM,Chile,Monitor Riser Oak,Desk,1,64,0,64,Small Business,Online,E. Haddad,false
SO-102797,2023-06-05,LATAM,Chile,Calligraphy Starter Kit,Writing,1,58,0,58,Consumer,Retail,A. Okafor,false
SO-103105,2023-06-05,APAC,India,Calligraphy Starter Kit,Writing,1,58,0,58,Small Business,Online,H. Silva,false
SO-103266,2023-06-05,LATAM,Argentina,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Online,C. Nakamura,false
SO-103623,2023-06-05,EU,Netherlands,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Consumer,Online,E. Haddad,false
SO-103990,2023-06-05,MEA,United Arab Emirates,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Retail,B. Lindqvist,false
SO-104019,2023-06-05,LATAM,Brazil,Quill Notebook A4,Stationery,1,16,0,16,Enterprise,Retail,C. Nakamura,true
SO-104938,2023-06-05,APAC,Singapore,Gel Pen 5-pack,Writing,1,9.9,0.05,9.4,Consumer,Online,E. Haddad,false
SO-105095,2023-06-05,EU,Germany,Sticky Notes Pastel,Stationery,2,5.5,0,11,Small Business,Retail,B. Lindqvist,false
SO-100272,2023-06-06,MEA,United Arab Emirates,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Online,A. Okafor,false
SO-100746,2023-06-06,NA,United States,Ink Cartridge Midnight,Ink,1,6.5,0.1,5.85,Consumer,Online,B. Lindqvist,false
SO-101083,2023-06-06,APAC,Singapore,Pen Stand Walnut,Desk,10,29,0,290,Consumer,Online,E. Haddad,false
SO-103168,2023-06-06,NA,Canada,Sticky Notes Pastel,Stationery,2,5.5,0,11,Small Business,Online,F. Moreau,false
SO-103502,2023-06-06,MEA,Kenya,Sticky Notes Pastel,Stationery,2,5.5,0.2,8.8,Consumer,Online,B. Lindqvist,false
SO-103621,2023-06-06,NA,Canada,Calligraphy Starter Kit,Writing,1,58,0,58,Enterprise,Online,C. Nakamura,false
SO-104057,2023-06-06,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,2,18,0.05,34.2,Small Business,Retail,C. Nakamura,false
SO-104411,2023-06-06,APAC,India,Ink Bottle Sepia 50ml,Ink,3,18,0.05,51.3,Small Business,Online,G. Patel,false
SO-104654,2023-06-06,LATAM,Chile,Planner 2024,Stationery,5,24,0,120,Small Business,Wholesale,B. Lindqvist,false
